日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260831,2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2914,日本たばこ産業,プライム（内国株式）,3050,食料品,1,食品,1,TOPIX Core30
20260831,2915,ケンコーマヨネーズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260831,2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2918,わらべや日洋ホールディングス,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20260831,291A,リスキル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,2922,なとり,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260831,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260831,292A,エスアイイー,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260831,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20260831,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260831,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品,-,-
20260831,2935,ピックルスホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260831,2936,ベースフード,グロース（内国株式）,3050,食料品,1,食品,-,-
20260831,2937,サンクゼール,グロース（内国株式）,3050,食料品,1,食品,-,-
20260831,2938,オカムラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,293A,ＢＡＢＹ　ＪＯＢ,PRO Market,6100,小売業,14,小売,-,-
20260831,294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260831,295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,ETF・ETN,-,-,-,-,-,-
20260831,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20260831,2962,テクニスコ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20260831,296A,令和アカウンティング・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,2970,ＧＬＣ　ＧＲＯＵＰ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,297A,アルピコホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2984,ヤマイチエステート,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産,-,-
20260831,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,298A,ＧＶＡ　ＴＥＣＨ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産,-,-
20260831,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産,-,-
20260831,2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2994,アンサーホールディングス,PRO Market,8050,不動産業,17,不動産,-,-
20260831,2995,ジェイレックス・コーポレーション,PRO Market,8050,不動産業,17,不動産,-,-
20260831,2997,ストレージ王,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2998,クリアル,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,2999,ホームポジション,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,299A,クラシル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3001,片倉工業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260831,3002,グンゼ,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20260831,3003,ヒューリック,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260831,3004,神栄,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,300A,ＭＩＣ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3010,ポラリス・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3011,バナーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,301A,インデックス,PRO Market,8050,不動産業,17,不動産,-,-
20260831,3020,アプライド,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3021,パシフィックネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3023,ラサ商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3024,クリエイト,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3028,アルペン,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,302A,ビースタイルホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3030,ハブ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3031,ラクーンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,3034,クオールホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3036,アルコニックス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260831,3038,神戸物産,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260831,303A,ｖｉｓｕｍｏ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,3041,ビューティカダンホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3042,セキュアヴェイル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3046,ジンズホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3048,ビックカメラ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,304A,フォルシア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3050,ＤＣＭホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3053,ペッパーフードサービス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,3054,ハイパー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,305A,ダブルツリー,PRO Market,6100,小売業,14,小売,-,-
20260831,3063,ジェイグループホールディングス,グロース（内国株式）,6100,小売業,14,小売,-,-
20260831,3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3067,東京一番フーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260831,3070,ジェリービーンズグループ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3076,あい　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260831,3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,307A,ハウジング・スタッフ,PRO Market,2050,建設業,3,建設・資材,-,-
20260831,3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3083,スターシーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3086,Ｊ．フロント　リテイリング,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,3087,ドトール・日レスホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,308A,ぽすとめいとホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3091,ブロンコビリー,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3092,ＺＯＺＯ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,3093,トレジャー・ファクトリー,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3097,物語コーポレーション,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3099,三越伊勢丹ホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,309A,コスモス調剤,PRO Market,6100,小売業,14,小売,-,-
20260831,3101,東洋紡,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20260831,3103,ユニチカ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260831,3104,富士紡ホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260831,3105,日清紡ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260831,3106,倉敷紡績,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20260831,3107,ダイワボウホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260831,3109,シキボウ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260831,310A,サーティーフォー,PRO Market,8050,不動産業,17,不動産,-,-
20260831,3110,日東紡績,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20260831,3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260831,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,3116,トヨタ紡織,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20260831,3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260831,312A,シンコーホールディングス,PRO Market,2050,建設業,3,建設・資材,-,-
20260831,3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3132,マクニカホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260831,3133,海帆,グロース（内国株式）,6100,小売業,14,小売,-,-
20260831,3134,Ｈａｍｅｅ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,3135,マーケットエンタープライズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3137,ファンデリー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3138,富士山マガジンサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3139,ラクト・ジャパン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260831,3140,ＢＲＵＮＯ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3143,オーウイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3148,クリエイトＳＤホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,314A,ｉシェアーズ　ゴールド　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260831,3150,グリムス,プライム（内国株式）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
20260831,3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3153,八洲電機,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3154,メディアスホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3156,レスター,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3157,ジオリーブグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260831,3160,大光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3161,アゼアス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3166,ＯＣＨＩホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260831,3168,ＭＥＲＦ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3169,ミサワ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,ETF・ETN,-,-,-,-,-,-
20260831,3172,ティーライフ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3174,ハピネス・アンド・ディ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3175,エー・ピーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3176,三洋貿易,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3177,ありがとうサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3178,チムニー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3179,シュッピン,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,317A,エス・エム・エス・データテック,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3180,ビューティガレージ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3181,買取王国,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3182,オイシックス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3183,ウイン・パートナーズ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3185,夢展望,グロース（内国株式）,6100,小売業,14,小売,-,-
20260831,3186,ネクステージ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3187,ミラタップ,グロース（内国株式）,6100,小売業,14,小売,-,-
20260831,3189,ＡＮＡＰホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,318A,ＶＩＸ短期先物指数ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260831,3190,ホットマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3191,ジョイフル本田,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3192,白鳩,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3193,エターナルホスピタリティグループ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,3195,ジェネレーションパス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3196,ホットランドホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,3197,すかいらーくホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,3199,綿半ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,319A,技術承継機構,グロース（内国株式）,3550,金属製品,3,建設・資材,-,-
20260831,3201,日本毛織,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20260831,3202,ダイトウボウ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260831,3204,トーア紡コーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260831,3205,ダイドーリミテッド,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260831,320A,Ｄ＆Ｉ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,321A,ヒューマンステージホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3221,ヨシックスホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,3223,エスエルディー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3224,ゼネラル・オイスター,グロース（内国株式）,6100,小売業,14,小売,-,-
20260831,3226,三井不動産アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,322A,ヒメジ理化,PRO Market,3400,ガラス・土石製品,3,建設・資材,-,-
20260831,3231,野村不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260831,3232,三重交通グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,3234,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3236,プロパスト,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3237,イントランス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3238,セントラル総合開発,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,323A,フライヤー,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3241,ウィル,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3242,アーバネットコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3245,ディア・ライフ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,3246,コーセーアールイー,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3248,アールエイジ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3249,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,324A,ブッキングリゾート,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3252,地主,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,325A,ＴＥＮＴＩＡＬ,グロース（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260831,3261,グランディーズ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3266,ファンドクリエーショングループ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3267,フィル・カンパニー,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260831,3269,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,PRO Market,6050,卸売業,13,商社・卸売,-,-
20260831,3276,ＪＰＭＣ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,3277,サンセイランディック,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3279,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3280,エストラスト,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3281,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3282,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3283,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3284,フージャースホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,3286,トラストホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3287,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3288,オープンハウスグループ,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260831,3289,東急不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260831,328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260831,3290,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3291,飯田グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260831,3292,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3293,アズマハウス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3295,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3296,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,3297,東武住販,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3299,ムゲンエステート,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,329A,ジールアソシエイツ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,3302,帝国繊維,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20260831,3306,日本製麻,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3309,積水ハウス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,330A,ＴａｌｅｎｔＸ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3315,日本コークス工業,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20260831,3317,フライングガーデン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,331A,メディックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3320,クロスプラス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3321,ミタチ産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3323,レカム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3326,ランシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3329,東和フードサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,332A,ミーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3333,あさひ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,333A,テクノスマイル,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,3349,コスモス薬品,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260831,334A,ビジュアル・プロセッシング・ジャパン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3350,メタプラネット,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3352,バッファロー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3353,メディカル一光グループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3355,クリヤマホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3359,ｃｏｔｔａ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,335A,ミライロ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3360,シップヘルスケアホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260831,3361,トーエル,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,336A,ダイナミックマッププラットフォーム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260831,3370,フジタコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3371,ソフトクリエイトホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,3372,関門海,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3374,内外テック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,3375,ＺＯＡ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260831,3377,バイク王＆カンパニー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
